Filling queue with 20000 CIFAR images before starting to train. This will take a few minutes.
2017-06-02 16:42:57.749040: step 0, loss = 4.67 (85.5 examples/sec; 1.497 sec/batch)
2017-06-02 16:46:52.159027: step 2630, loss = 1.36 (1459.2 examples/sec; 0.088 sec/batch)
2017-06-02 16:46:53.006752: step 2640, loss = 1.36 (1509.9 examples/sec; 0.085 sec/batch)
2017-06-02 16:46:53.851461: step 2650, loss = 1.25 (1515.3 examples/sec; 0.084 sec/batch)
2017-06-02 16:46:54.714289: step 2660, loss = 1.20 (1483.5 examples/sec; 0.086 sec/batch)
2017-06-02 16:46:55.584318: step 2670, loss = 1.34 (1471.2 examples/sec; 0.087 sec/batch)
2017-06-02 16:46:56.410160: step 2680, loss = 1.27 (1549.9 examples/sec; 0.083 sec/batch)
2017-06-02 16:46:57.298500: step 2690, loss = 1.32 (1440.9 examples/sec; 0.089 sec/batch)
2017-06-02 16:46:58.269321: step 2700, loss = 1.43 (1318.5 examples/sec; 0.097 sec/batch)
2017-06-02 16:46:59.002599: step 2710, loss = 1.37 (1745.6 examples/sec; 0.073 sec/batch)
2017-06-02 16:46:59.885288: step 2720, loss = 1.39 (1450.1 examples/sec; 0.088 sec/batch)
2017-06-02 16:47:00.752711: step 2730, loss = 1.36 (1475.6 examples/sec; 0.087 sec/batch)
2017-06-02 16:47:01.588250: step 2740, loss = 1.20 (1532.0 examples/sec; 0.084 sec/batch)
2017-06-02 16:47:02.479791: step 2750, loss = 1.32 (1435.7 examples/sec; 0.089 sec/batch)
2017-06-02 16:47:03.353904: step 2760, loss = 1.29 (1464.4 examples/sec; 0.087 sec/batch)
2017-06-02 16:47:04.226044: step 2770, loss = 1.23 (1467.6 examples/sec; 0.087 sec/batch)
2017-06-02 16:47:05.071461: step 2780, loss = 1.42 (1514.0 examples/sec; 0.085 sec/batch)
2017-06-02 16:47:05.965437: step 2790, loss = 1.35 (1431.8 examples/sec; 0.089 sec/batch)
2017-06-02 16:47:06.965239: step 2800, loss = 1.19 (1280.3 examples/sec; 0.100 sec/batch)
2017-06-02 16:47:07.680124: step 2810, loss = 1.28 (1790.5 examples/sec; 0.071 sec/batch)
2017-06-02 16:47:08.565357: step 2820, loss = 1.21 (1445.9 examples/sec; 0.089 sec/batch)
2017-06-02 16:47:09.438317: step 2830, loss = 1.43 (1466.3 examples/sec; 0.087 sec/batch)
2017-06-02 16:47:10.276867: step 2840, loss = 1.33 (1526.4 examples/sec; 0.084 sec/batch)
2017-06-02 16:47:11.160848: step 2850, loss = 1.45 (1448.0 examples/sec; 0.088 sec/batch)
2017-06-02 16:47:12.045224: step 2860, loss = 1.30 (1447.4 examples/sec; 0.088 sec/batch)
2017-06-02 16:47:12.899913: step 2870, loss = 1.41 (1497.6 examples/sec; 0.085 sec/batch)
2017-06-02 16:47:13.793840: step 2880, loss = 1.29 (1431.9 examples/sec; 0.089 sec/batch)
2017-06-02 16:47:14.665825: step 2890, loss = 1.40 (1467.9 examples/sec; 0.087 sec/batch)
2017-06-02 16:47:15.610255: step 2900, loss = 1.34 (1355.3 examples/sec; 0.094 sec/batch)
2017-06-02 16:47:16.388915: step 2910, loss = 1.50 (1643.8 examples/sec; 0.078 sec/batch)
2017-06-02 16:47:17.272338: step 2920, loss = 1.29 (1448.9 examples/sec; 0.088 sec/batch)
2017-06-02 16:47:18.134981: step 2930, loss = 1.18 (1483.8 examples/sec; 0.086 sec/batch)
2017-06-02 16:47:18.977937: step 2940, loss = 1.16 (1518.5 examples/sec; 0.084 sec/batch)
2017-06-02 16:47:19.855823: step 2950, loss = 1.50 (1458.1 examples/sec; 0.088 sec/batch)
2017-06-02 16:47:20.732716: step 2960, loss = 1.26 (1459.7 examples/sec; 0.088 sec/batch)
2017-06-02 16:47:21.583353: step 2970, loss = 1.38 (1504.8 examples/sec; 0.085 sec/batch)
2017-06-02 16:47:22.457972: step 2980, loss = 1.48 (1463.5 examples/sec; 0.087 sec/batch)
2017-06-02 16:47:23.347936: step 2990, loss = 1.22 (1438.3 examples/sec; 0.089 sec/batch)
2017-06-02 16:47:24.332001: step 3000, loss = 1.29 (1300.7 examples/sec; 0.098 sec/batch)
2017-06-02 16:47:25.060194: step 3010, loss = 1.25 (1757.8 examples/sec; 0.073 sec/batch)
2017-06-02 16:47:25.923172: step 3020, loss = 1.35 (1483.2 examples/sec; 0.086 sec/batch)
2017-06-02 16:47:26.794985: step 3030, loss = 1.28 (1468.2 examples/sec; 0.087 sec/batch)
2017-06-02 16:47:27.616805: step 3040, loss = 1.11 (1557.5 examples/sec; 0.082 sec/batch)
2017-06-02 16:47:28.489429: step 3050, loss = 1.39 (1466.8 examples/sec; 0.087 sec/batch)
2017-06-02 16:47:29.349514: step 3060, loss = 1.33 (1488.2 examples/sec; 0.086 sec/batch)
2017-06-02 16:47:30.198015: step 3070, loss = 1.10 (1508.6 examples/sec; 0.085 sec/batch)
2017-06-02 16:47:31.085226: step 3080, loss = 1.11 (1442.7 examples/sec; 0.089 sec/batch)
2017-06-02 16:47:31.947183: step 3090, loss = 1.16 (1485.0 examples/sec; 0.086 sec/batch)
2017-06-02 16:47:32.918188: step 3100, loss = 1.27 (1318.2 examples/sec; 0.097 sec/batch)
2017-06-02 16:47:33.675262: step 3110, loss = 1.15 (1690.7 examples/sec; 0.076 sec/batch)
2017-06-02 16:47:34.532788: step 3120, loss = 1.39 (1492.7 examples/sec; 0.086 sec/batch)
2017-06-02 16:47:35.436611: step 3130, loss = 1.44 (1416.2 examples/sec; 0.090 sec/batch)
2017-06-02 16:47:36.264509: step 3140, loss = 1.21 (1546.1 examples/sec; 0.083 sec/batch)
2017-06-02 16:47:37.124261: step 3150, loss = 1.34 (1488.8 examples/sec; 0.086 sec/batch)
2017-06-02 16:47:38.016977: step 3160, loss = 1.20 (1433.8 examples/sec; 0.089 sec/batch)
2017-06-02 16:47:38.847321: step 3170, loss = 1.31 (1541.5 examples/sec; 0.083 sec/batch)
2017-06-02 16:47:39.739726: step 3180, loss = 1.29 (1434.3 examples/sec; 0.089 sec/batch)
2017-06-02 16:47:40.628143: step 3190, loss = 1.11 (1440.8 examples/sec; 0.089 sec/batch)
2017-06-02 16:47:41.627803: step 3200, loss = 1.19 (1280.4 examples/sec; 0.100 sec/batch)
2017-06-02 16:47:42.352215: step 3210, loss = 1.19 (1766.9 examples/sec; 0.072 sec/batch)
2017-06-02 16:47:43.219669: step 3220, loss = 1.08 (1475.6 examples/sec; 0.087 sec/batch)
2017-06-02 16:47:44.091887: step 3230, loss = 1.17 (1467.5 examples/sec; 0.087 sec/batch)
2017-06-02 16:47:44.934663: step 3240, loss = 1.40 (1518.8 examples/sec; 0.084 sec/batch)
2017-06-02 16:47:45.810489: step 3250, loss = 1.26 (1461.5 examples/sec; 0.088 sec/batch)
2017-06-02 16:47:46.655956: step 3260, loss = 1.20 (1513.9 examples/sec; 0.085 sec/batch)
2017-06-02 16:47:47.491931: step 3270, loss = 1.03 (1531.2 examples/sec; 0.084 sec/batch)
2017-06-02 16:47:48.375955: step 3280, loss = 1.26 (1447.9 examples/sec; 0.088 sec/batch)
2017-06-02 16:47:49.252193: step 3290, loss = 1.22 (1460.8 examples/sec; 0.088 sec/batch)
2017-06-02 16:47:50.199902: step 3300, loss = 1.33 (1350.6 examples/sec; 0.095 sec/batch)
2017-06-02 16:47:50.959469: step 3310, loss = 1.10 (1685.2 examples/sec; 0.076 sec/batch)
2017-06-02 16:47:51.831598: step 3320, loss = 1.31 (1467.7 examples/sec; 0.087 sec/batch)
2017-06-02 16:47:52.721463: step 3330, loss = 1.31 (1438.4 examples/sec; 0.089 sec/batch)
2017-06-02 16:47:53.570199: step 3340, loss = 1.12 (1508.1 examples/sec; 0.085 sec/batch)
2017-06-02 16:47:54.454825: step 3350, loss = 1.00 (1446.9 examples/sec; 0.088 sec/batch)
2017-06-02 16:47:55.341652: step 3360, loss = 1.17 (1443.3 examples/sec; 0.089 sec/batch)
2017-06-02 16:47:56.186543: step 3370, loss = 1.33 (1515.0 examples/sec; 0.084 sec/batch)
2017-06-02 16:47:57.058343: step 3380, loss = 1.38 (1468.2 examples/sec; 0.087 sec/batch)
2017-06-02 16:47:57.917081: step 3390, loss = 1.15 (1490.6 examples/sec; 0.086 sec/batch)
2017-06-02 16:47:58.876553: step 3400, loss = 1.17 (1334.1 examples/sec; 0.096 sec/batch)
2017-06-02 16:47:59.669707: step 3410, loss = 1.09 (1613.8 examples/sec; 0.079 sec/batch)
2017-06-02 16:48:00.544505: step 3420, loss = 1.13 (1463.2 examples/sec; 0.087 sec/batch)
2017-06-02 16:48:01.377849: step 3430, loss = 1.14 (1536.0 examples/sec; 0.083 sec/batch)
2017-06-02 16:48:02.268912: step 3440, loss = 1.13 (1436.5 examples/sec; 0.089 sec/batch)
2017-06-02 16:48:03.171496: step 3450, loss = 1.15 (1418.1 examples/sec; 0.090 sec/batch)
2017-06-02 16:48:04.070317: step 3460, loss = 1.19 (1424.1 examples/sec; 0.090 sec/batch)
2017-06-02 16:48:04.916126: step 3470, loss = 1.13 (1513.3 examples/sec; 0.085 sec/batch)
2017-06-02 16:48:05.804141: step 3480, loss = 1.27 (1441.4 examples/sec; 0.089 sec/batch)
2017-06-02 16:48:06.673591: step 3490, loss = 1.16 (1472.2 examples/sec; 0.087 sec/batch)
2017-06-02 16:48:07.610245: step 3500, loss = 1.15 (1366.6 examples/sec; 0.094 sec/batch)
2017-06-02 16:48:08.389369: step 3510, loss = 1.06 (1642.9 examples/sec; 0.078 sec/batch)
2017-06-02 16:48:09.252489: step 3520, loss = 1.11 (1483.0 examples/sec; 0.086 sec/batch)
2017-06-02 16:48:10.084410: step 3530, loss = 1.11 (1538.6 examples/sec; 0.083 sec/batch)
2017-06-02 16:48:10.949378: step 3540, loss = 1.32 (1479.8 examples/sec; 0.086 sec/batch)
2017-06-02 16:48:11.836596: step 3550, loss = 1.12 (1442.7 examples/sec; 0.089 sec/batch)
2017-06-02 16:48:12.686609: step 3560, loss = 1.09 (1505.9 examples/sec; 0.085 sec/batch)
2017-06-02 16:48:13.547572: step 3570, loss = 0.95 (1486.7 examples/sec; 0.086 sec/batch)
2017-06-02 16:48:14.445325: step 3580, loss = 1.09 (1425.8 examples/sec; 0.090 sec/batch)
2017-06-02 16:48:15.347871: step 3590, loss = 1.05 (1418.2 examples/sec; 0.090 sec/batch)
2017-06-02 16:48:16.272349: step 3600, loss = 1.30 (1384.6 examples/sec; 0.092 sec/batch)
2017-06-02 16:48:17.039518: step 3610, loss = 1.17 (1668.5 examples/sec; 0.077 sec/batch)
2017-06-02 16:48:17.916289: step 3620, loss = 1.05 (1459.9 examples/sec; 0.088 sec/batch)
2017-06-02 16:48:18.765124: step 3630, loss = 1.17 (1507.9 examples/sec; 0.085 sec/batch)
2017-06-02 16:48:19.647619: step 3640, loss = 1.07 (1450.4 examples/sec; 0.088 sec/batch)
2017-06-02 16:48:20.544708: step 3650, loss = 1.26 (1426.8 examples/sec; 0.090 sec/batch)
2017-06-02 16:48:21.380938: step 3660, loss = 1.17 (1530.7 examples/sec; 0.084 sec/batch)
2017-06-02 16:48:22.268364: step 3670, loss = 1.10 (1442.4 examples/sec; 0.089 sec/batch)
2017-06-02 16:48:23.169963: step 3680, loss = 1.19 (1419.7 examples/sec; 0.090 sec/batch)
2017-06-02 16:48:24.001837: step 3690, loss = 1.22 (1538.7 examples/sec; 0.083 sec/batch)
2017-06-02 16:48:24.960961: step 3700, loss = 1.35 (1334.6 examples/sec; 0.096 sec/batch)
2017-06-02 16:48:25.748314: step 3710, loss = 1.11 (1625.7 examples/sec; 0.079 sec/batch)
2017-06-02 16:48:26.626988: step 3720, loss = 1.23 (1456.7 examples/sec; 0.088 sec/batch)
2017-06-02 16:48:27.485345: step 3730, loss = 1.15 (1491.2 examples/sec; 0.086 sec/batch)
2017-06-02 16:48:28.350537: step 3740, loss = 1.04 (1479.4 examples/sec; 0.087 sec/batch)
2017-06-02 16:48:29.225660: step 3750, loss = 1.19 (1462.7 examples/sec; 0.088 sec/batch)
2017-06-02 16:48:30.059564: step 3760, loss = 1.07 (1534.9 examples/sec; 0.083 sec/batch)
2017-06-02 16:48:30.941048: step 3770, loss = 1.21 (1452.1 examples/sec; 0.088 sec/batch)
2017-06-02 16:48:31.818229: step 3780, loss = 1.24 (1459.2 examples/sec; 0.088 sec/batch)
2017-06-02 16:48:32.663828: step 3790, loss = 1.01 (1513.7 examples/sec; 0.085 sec/batch)
2017-06-02 16:48:33.672239: step 3800, loss = 1.34 (1269.3 examples/sec; 0.101 sec/batch)
2017-06-02 16:48:34.445992: step 3810, loss = 1.18 (1654.3 examples/sec; 0.077 sec/batch)
2017-06-02 16:48:35.271669: step 3820, loss = 1.09 (1550.2 examples/sec; 0.083 sec/batch)
2017-06-02 16:48:36.147814: step 3830, loss = 1.11 (1460.9 examples/sec; 0.088 sec/batch)
2017-06-02 16:48:37.033245: step 3840, loss = 0.94 (1445.6 examples/sec; 0.089 sec/batch)
2017-06-02 16:48:37.874182: step 3850, loss = 1.07 (1522.1 examples/sec; 0.084 sec/batch)
2017-06-02 16:48:38.727613: step 3860, loss = 1.34 (1499.8 examples/sec; 0.085 sec/batch)
2017-06-02 16:48:39.582995: step 3870, loss = 1.13 (1496.4 examples/sec; 0.086 sec/batch)
2017-06-02 16:48:40.438704: step 3880, loss = 1.17 (1495.8 examples/sec; 0.086 sec/batch)
2017-06-02 16:48:41.262196: step 3890, loss = 1.05 (1554.4 examples/sec; 0.082 sec/batch)
2017-06-02 16:48:42.488344: step 3900, loss = 0.96 (1043.9 examples/sec; 0.123 sec/batch)
2017-06-02 16:48:43.610969: step 3910, loss = 1.16 (1140.2 examples/sec; 0.112 sec/batch)
2017-06-02 16:48:44.865517: step 3920, loss = 1.25 (1020.3 examples/sec; 0.125 sec/batch)
2017-06-02 16:48:46.153433: step 3930, loss = 1.17 (993.9 examples/sec; 0.129 sec/batch)
2017-06-02 16:48:47.060776: step 3940, loss = 1.03 (1410.7 examples/sec; 0.091 sec/batch)
2017-06-02 16:48:47.882414: step 3950, loss = 1.01 (1557.9 examples/sec; 0.082 sec/batch)
2017-06-02 16:48:49.052272: step 3960, loss = 1.04 (1094.2 examples/sec; 0.117 sec/batch)
2017-06-02 16:48:50.288525: step 3970, loss = 0.92 (1035.4 examples/sec; 0.124 sec/batch)
2017-06-02 16:48:51.591441: step 3980, loss = 0.99 (982.4 examples/sec; 0.130 sec/batch)
2017-06-02 16:48:52.550317: step 3990, loss = 1.07 (1334.9 examples/sec; 0.096 sec/batch)
2017-06-02 16:48:53.526456: step 4000, loss = 1.11 (1311.3 examples/sec; 0.098 sec/batch)
2017-06-02 16:48:54.251553: step 4010, loss = 1.20 (1765.3 examples/sec; 0.073 sec/batch)
2017-06-02 16:48:55.117243: step 4020, loss = 0.99 (1478.6 examples/sec; 0.087 sec/batch)
2017-06-02 16:48:55.991291: step 4030, loss = 1.18 (1464.4 examples/sec; 0.087 sec/batch)
2017-06-02 16:48:56.842131: step 4040, loss = 1.27 (1504.4 examples/sec; 0.085 sec/batch)
2017-06-02 16:48:57.713318: step 4050, loss = 1.17 (1469.3 examples/sec; 0.087 sec/batch)
2017-06-02 16:48:58.601450: step 4060, loss = 1.13 (1441.2 examples/sec; 0.089 sec/batch)
2017-06-02 16:48:59.493814: step 4070, loss = 1.11 (1434.4 examples/sec; 0.089 sec/batch)
2017-06-02 16:49:00.324941: step 4080, loss = 1.10 (1540.1 examples/sec; 0.083 sec/batch)
2017-06-02 16:49:01.216981: step 4090, loss = 1.02 (1434.9 examples/sec; 0.089 sec/batch)
2017-06-02 16:49:02.183992: step 4100, loss = 1.03 (1323.7 examples/sec; 0.097 sec/batch)
2017-06-02 16:49:02.906738: step 4110, loss = 1.04 (1771.0 examples/sec; 0.072 sec/batch)
2017-06-02 16:49:03.798149: step 4120, loss = 1.03 (1435.9 examples/sec; 0.089 sec/batch)
2017-06-02 16:49:04.675987: step 4130, loss = 1.04 (1458.1 examples/sec; 0.088 sec/batch)
2017-06-02 16:49:05.555827: step 4140, loss = 1.04 (1454.8 examples/sec; 0.088 sec/batch)
2017-06-02 16:49:06.391217: step 4150, loss = 0.96 (1532.2 examples/sec; 0.084 sec/batch)
2017-06-02 16:49:07.259727: step 4160, loss = 1.23 (1473.8 examples/sec; 0.087 sec/batch)
2017-06-02 16:49:08.112875: step 4170, loss = 1.14 (1500.3 examples/sec; 0.085 sec/batch)
2017-06-02 16:49:08.940159: step 4180, loss = 1.12 (1547.2 examples/sec; 0.083 sec/batch)
2017-06-02 16:49:09.813640: step 4190, loss = 0.89 (1465.4 examples/sec; 0.087 sec/batch)
2017-06-02 16:49:10.801491: step 4200, loss = 1.10 (1295.7 examples/sec; 0.099 sec/batch)
2017-06-02 16:49:11.556342: step 4210, loss = 1.11 (1695.7 examples/sec; 0.075 sec/batch)
2017-06-02 16:49:12.392369: step 4220, loss = 1.10 (1531.1 examples/sec; 0.084 sec/batch)
2017-06-02 16:49:13.288511: step 4230, loss = 1.10 (1428.3 examples/sec; 0.090 sec/batch)
2017-06-02 16:49:14.167235: step 4240, loss = 1.07 (1456.7 examples/sec; 0.088 sec/batch)
2017-06-02 16:49:14.996920: step 4250, loss = 1.11 (1542.8 examples/sec; 0.083 sec/batch)
2017-06-02 16:49:15.859539: step 4260, loss = 1.16 (1483.9 examples/sec; 0.086 sec/batch)
2017-06-02 16:49:16.722536: step 4270, loss = 1.17 (1483.2 examples/sec; 0.086 sec/batch)
2017-06-02 16:49:17.553024: step 4280, loss = 1.07 (1541.3 examples/sec; 0.083 sec/batch)
2017-06-02 16:49:18.434619: step 4290, loss = 1.06 (1451.9 examples/sec; 0.088 sec/batch)
2017-06-02 16:49:19.420223: step 4300, loss = 1.14 (1298.7 examples/sec; 0.099 sec/batch)
2017-06-02 16:49:20.200339: step 4310, loss = 1.04 (1640.8 examples/sec; 0.078 sec/batch)
2017-06-02 16:49:21.046959: step 4320, loss = 1.08 (1511.9 examples/sec; 0.085 sec/batch)
2017-06-02 16:49:21.937512: step 4330, loss = 1.08 (1437.3 examples/sec; 0.089 sec/batch)
2017-06-02 16:49:22.818285: step 4340, loss = 1.01 (1453.3 examples/sec; 0.088 sec/batch)
2017-06-02 16:49:23.653311: step 4350, loss = 1.04 (1532.9 examples/sec; 0.084 sec/batch)
2017-06-02 16:49:24.532763: step 4360, loss = 1.20 (1455.5 examples/sec; 0.088 sec/batch)
2017-06-02 16:49:25.444311: step 4370, loss = 1.22 (1404.2 examples/sec; 0.091 sec/batch)
2017-06-02 16:49:26.274538: step 4380, loss = 1.08 (1541.8 examples/sec; 0.083 sec/batch)
2017-06-02 16:49:27.131426: step 4390, loss = 1.11 (1493.8 examples/sec; 0.086 sec/batch)
2017-06-02 16:49:28.121328: step 4400, loss = 0.99 (1293.1 examples/sec; 0.099 sec/batch)
2017-06-02 16:49:28.904215: step 4410, loss = 1.27 (1635.0 examples/sec; 0.078 sec/batch)
2017-06-02 16:49:29.730677: step 4420, loss = 1.16 (1548.8 examples/sec; 0.083 sec/batch)
2017-06-02 16:49:30.615480: step 4430, loss = 1.24 (1446.6 examples/sec; 0.088 sec/batch)
2017-06-02 16:49:31.501337: step 4440, loss = 0.93 (1444.9 examples/sec; 0.089 sec/batch)
2017-06-02 16:49:32.357398: step 4450, loss = 1.16 (1495.2 examples/sec; 0.086 sec/batch)
2017-06-02 16:49:33.236528: step 4460, loss = 1.00 (1456.0 examples/sec; 0.088 sec/batch)
2017-06-02 16:49:34.114464: step 4470, loss = 1.18 (1458.0 examples/sec; 0.088 sec/batch)
2017-06-02 16:49:34.940117: step 4480, loss = 1.12 (1550.3 examples/sec; 0.083 sec/batch)
2017-06-02 16:49:35.840975: step 4490, loss = 1.36 (1420.9 examples/sec; 0.090 sec/batch)
2017-06-02 16:49:36.838688: step 4500, loss = 0.95 (1282.9 examples/sec; 0.100 sec/batch)
2017-06-02 16:49:37.560928: step 4510, loss = 1.22 (1772.3 examples/sec; 0.072 sec/batch)
2017-06-02 16:49:38.419444: step 4520, loss = 1.04 (1490.9 examples/sec; 0.086 sec/batch)
2017-06-02 16:49:39.268476: step 4530, loss = 0.98 (1507.6 examples/sec; 0.085 sec/batch)
2017-06-02 16:49:40.120340: step 4540, loss = 1.19 (1502.6 examples/sec; 0.085 sec/batch)
2017-06-02 16:49:40.974398: step 4550, loss = 1.05 (1498.7 examples/sec; 0.085 sec/batch)
2017-06-02 16:49:41.872771: step 4560, loss = 0.98 (1424.8 examples/sec; 0.090 sec/batch)
2017-06-02 16:49:42.739988: step 4570, loss = 1.06 (1476.0 examples/sec; 0.087 sec/batch)
2017-06-02 16:49:43.552120: step 4580, loss = 1.06 (1576.1 examples/sec; 0.081 sec/batch)
2017-06-02 16:49:44.447551: step 4590, loss = 1.06 (1429.5 examples/sec; 0.090 sec/batch)
2017-06-02 16:49:45.403663: step 4600, loss = 0.86 (1338.8 examples/sec; 0.096 sec/batch)
2017-06-02 16:49:46.134677: step 4610, loss = 1.11 (1751.0 examples/sec; 0.073 sec/batch)
2017-06-02 16:49:46.972392: step 4620, loss = 1.01 (1528.0 examples/sec; 0.084 sec/batch)
2017-06-02 16:49:47.807576: step 4630, loss = 0.96 (1532.6 examples/sec; 0.084 sec/batch)
2017-06-02 16:49:48.633290: step 4640, loss = 0.89 (1550.2 examples/sec; 0.083 sec/batch)
2017-06-02 16:49:49.506691: step 4650, loss = 1.12 (1465.5 examples/sec; 0.087 sec/batch)
2017-06-02 16:49:50.380477: step 4660, loss = 1.27 (1464.9 examples/sec; 0.087 sec/batch)
2017-06-02 16:49:51.225429: step 4670, loss = 1.16 (1514.9 examples/sec; 0.084 sec/batch)
2017-06-02 16:49:52.066951: step 4680, loss = 1.08 (1521.0 examples/sec; 0.084 sec/batch)
2017-06-02 16:49:52.934085: step 4690, loss = 1.11 (1476.1 examples/sec; 0.087 sec/batch)
2017-06-02 16:49:53.889978: step 4700, loss = 1.01 (1339.1 examples/sec; 0.096 sec/batch)
2017-06-02 16:49:54.619063: step 4710, loss = 1.07 (1755.6 examples/sec; 0.073 sec/batch)
2017-06-02 16:49:55.483932: step 4720, loss = 0.97 (1480.0 examples/sec; 0.086 sec/batch)
2017-06-02 16:49:56.349042: step 4730, loss = 1.14 (1479.6 examples/sec; 0.087 sec/batch)
2017-06-02 16:49:57.179090: step 4740, loss = 1.09 (1542.1 examples/sec; 0.083 sec/batch)
2017-06-02 16:49:58.059238: step 4750, loss = 0.83 (1454.3 examples/sec; 0.088 sec/batch)
2017-06-02 16:49:58.917615: step 4760, loss = 0.92 (1491.2 examples/sec; 0.086 sec/batch)
2017-06-02 16:49:59.723437: step 4770, loss = 1.00 (1588.4 examples/sec; 0.081 sec/batch)
2017-06-02 16:50:00.570463: step 4780, loss = 0.91 (1511.2 examples/sec; 0.085 sec/batch)
2017-06-02 16:50:01.433642: step 4790, loss = 1.16 (1482.9 examples/sec; 0.086 sec/batch)
2017-06-02 16:50:02.398360: step 4800, loss = 1.01 (1326.8 examples/sec; 0.096 sec/batch)
2017-06-02 16:50:03.141542: step 4810, loss = 0.97 (1722.3 examples/sec; 0.074 sec/batch)
2017-06-02 16:50:04.018606: step 4820, loss = 1.05 (1459.4 examples/sec; 0.088 sec/batch)
2017-06-02 16:50:04.896248: step 4830, loss = 1.05 (1458.5 examples/sec; 0.088 sec/batch)
2017-06-02 16:50:05.727090: step 4840, loss = 0.83 (1540.6 examples/sec; 0.083 sec/batch)
2017-06-02 16:50:06.602464: step 4850, loss = 0.99 (1462.2 examples/sec; 0.088 sec/batch)
2017-06-02 16:50:07.464717: step 4860, loss = 0.94 (1484.5 examples/sec; 0.086 sec/batch)
2017-06-02 16:50:08.286590: step 4870, loss = 0.98 (1557.4 examples/sec; 0.082 sec/batch)
2017-06-02 16:50:09.157051: step 4880, loss = 0.99 (1470.5 examples/sec; 0.087 sec/batch)
2017-06-02 16:50:10.022509: step 4890, loss = 1.05 (1479.0 examples/sec; 0.087 sec/batch)
2017-06-02 16:50:10.964913: step 4900, loss = 1.21 (1358.2 examples/sec; 0.094 sec/batch)
2017-06-02 16:50:11.766692: step 4910, loss = 1.02 (1596.4 examples/sec; 0.080 sec/batch)
2017-06-02 16:50:12.648617: step 4920, loss = 1.05 (1451.4 examples/sec; 0.088 sec/batch)
2017-06-02 16:50:13.504531: step 4930, loss = 1.15 (1495.5 examples/sec; 0.086 sec/batch)
2017-06-02 16:50:14.339780: step 4940, loss = 1.07 (1532.5 examples/sec; 0.084 sec/batch)
2017-06-02 16:50:15.209380: step 4950, loss = 0.95 (1471.9 examples/sec; 0.087 sec/batch)
2017-06-02 16:50:16.088068: step 4960, loss = 1.09 (1456.7 examples/sec; 0.088 sec/batch)
2017-06-02 16:50:16.922455: step 4970, loss = 1.04 (1534.1 examples/sec; 0.083 sec/batch)
2017-06-02 16:50:17.789710: step 4980, loss = 1.09 (1475.9 examples/sec; 0.087 sec/batch)
2017-06-02 16:50:18.679856: step 4990, loss = 1.11 (1438.0 examples/sec; 0.089 sec/batch)
2017-06-02 16:50:19.636911: step 5000, loss = 0.94 (1337.4 examples/sec; 0.096 sec/batch)
2017-06-02 16:50:20.383067: step 5010, loss = 1.02 (1715.5 examples/sec; 0.075 sec/batch)
2017-06-02 16:50:21.256697: step 5020, loss = 1.01 (1465.1 examples/sec; 0.087 sec/batch)
2017-06-02 16:50:22.093778: step 5030, loss = 1.20 (1529.1 examples/sec; 0.084 sec/batch)
2017-06-02 16:50:22.948826: step 5040, loss = 1.11 (1497.0 examples/sec; 0.086 sec/batch)
2017-06-02 16:50:23.815444: step 5050, loss = 1.07 (1477.0 examples/sec; 0.087 sec/batch)
2017-06-02 16:50:24.687244: step 5060, loss = 1.09 (1468.2 examples/sec; 0.087 sec/batch)
2017-06-02 16:50:25.513901: step 5070, loss = 1.01 (1548.4 examples/sec; 0.083 sec/batch)
2017-06-02 16:50:26.383955: step 5080, loss = 0.88 (1471.2 examples/sec; 0.087 sec/batch)
2017-06-02 16:50:27.271302: step 5090, loss = 1.13 (1442.5 examples/sec; 0.089 sec/batch)
2017-06-02 16:50:28.216183: step 5100, loss = 1.02 (1354.7 examples/sec; 0.094 sec/batch)
2017-06-02 16:50:29.006377: step 5110, loss = 0.98 (1620.1 examples/sec; 0.079 sec/batch)
2017-06-02 16:50:29.886328: step 5120, loss = 1.02 (1454.4 examples/sec; 0.088 sec/batch)
2017-06-02 16:50:30.700863: step 5130, loss = 1.15 (1571.4 examples/sec; 0.081 sec/batch)
2017-06-02 16:50:31.598081: step 5140, loss = 1.23 (1426.6 examples/sec; 0.090 sec/batch)
2017-06-02 16:50:32.509545: step 5150, loss = 0.90 (1404.3 examples/sec; 0.091 sec/batch)
2017-06-02 16:50:33.388743: step 5160, loss = 0.86 (1455.9 examples/sec; 0.088 sec/batch)
2017-06-02 16:50:34.245966: step 5170, loss = 0.86 (1493.2 examples/sec; 0.086 sec/batch)
2017-06-02 16:50:35.127960: step 5180, loss = 1.19 (1451.3 examples/sec; 0.088 sec/batch)
2017-06-02 16:50:36.014761: step 5190, loss = 0.90 (1443.4 examples/sec; 0.089 sec/batch)
2017-06-02 16:50:36.969778: step 5200, loss = 1.05 (1340.3 examples/sec; 0.096 sec/batch)
2017-06-02 16:50:37.762790: step 5210, loss = 1.14 (1614.1 examples/sec; 0.079 sec/batch)
2017-06-02 16:50:38.651006: step 5220, loss = 1.04 (1441.0 examples/sec; 0.089 sec/batch)
2017-06-02 16:50:39.475218: step 5230, loss = 0.92 (1553.0 examples/sec; 0.082 sec/batch)
2017-06-02 16:50:40.353835: step 5240, loss = 0.99 (1456.8 examples/sec; 0.088 sec/batch)
